VALOR,VIGENCIADESDE,VIGENCIAHASTA
1797.45,08/12/2012,10/12/2012
1799.40,11/12/2012,11/12/2012
1801.50,12/12/2012,12/12/2012
1796.31,13/12/2012,13/12/2012
1795.05,14/12/2012,14/12/2012
1798.37,15/12/2012,17/12/2012
1796.98,18/12/2012,18/12/2012
1794.14,19/12/2012,19/12/2012
1790.46,20/12/2012,20/12/2012
1788.87,21/12/2012,21/12/2012
1779.79,22/12/2012,24/12/2012
1773.44,25/12/2012,26/12/2012
1771.49,27/12/2012,27/12/2012
1771.54,28/12/2012,28/12/2012
1768.23,29/12/2012,02/01/2013
1759.97,03/01/2013,03/01/2013
1760.83,04/01/2013,04/01/2013
1767.54,05/01/2013,08/01/2013
1771.31,09/01/2013,09/01/2013
1767.96,10/01/2013,10/01/2013
1761.50,11/01/2013,11/01/2013
1762.38,12/01/2013,14/01/2013
1758.45,15/01/2013,15/01/2013
1769.88,16/01/2013,16/01/2013
1775.15,17/01/2013,17/01/2013
1767.78,18/01/2013,18/01/2013
1767.74,19/01/2013,22/01/2013
1776.96,23/01/2013,23/01/2013
1778.69,24/01/2013,24/01/2013
1779.73,25/01/2013,25/01/2013
1779.25,26/01/2013,28/01/2013
1779.84,29/01/2013,29/01/2013
1776.09,30/01/2013,30/01/2013
1773.24,31/01/2013,31/01/2013
1775.65,01/02/2013,01/02/2013
1776.20,02/02/2013,04/02/2013
1785.92,05/02/2013,05/02/2013
1789.09,06/02/2013,06/02/2013
1791.24,07/02/2013,07/02/2013
1795.21,08/02/2013,08/02/2013
1895.75,24/06/2010,24/06/2010
1896.87,25/06/2010,25/06/2010
1900.36,26/06/2010,28/06/2010
1901.65,29/06/2010,29/06/2010
1916.46,30/06/2010,30/06/2010
1913.15,01/07/2010,01/07/2010
1897.33,02/07/2010,02/07/2010
1884.31,03/07/2010,06/07/2010
1882.47,07/07/2010,07/07/2010
1901.38,08/07/2010,08/07/2010
1862.05,27/01/2011,27/01/2011
1858.70,28/01/2011,28/01/2011
1857.98,29/01/2011,31/01/2011
1867.82,01/02/2011,01/02/2011
1853.33,02/02/2011,02/02/2011
1863.03,04/02/2011,04/02/2011
2793.36,24/09/2002,24/09/2002
2810.46,25/09/2002,25/09/2002
2802.32,26/09/2002,26/09/2002
2579.59,28/10/2004,28/10/2004
2585.80,29/10/2004,29/10/2004
2575.19,30/10/2004,02/11/2004
2568.08,03/11/2004,03/11/2004
2561.28,04/11/2004,04/11/2004
2550.37,05/11/2004,05/11/2004
2547.79,06/11/2004,08/11/2004
2544.65,09/11/2004,09/11/2004
2542.20,10/11/2004,10/11/2004
2540.47,11/11/2004,12/11/2004
2541.98,13/11/2004,16/11/2004
2535.89,17/11/2004,17/11/2004
2523.41,18/11/2004,18/11/2004
2515.32,19/11/2004,19/11/2004
2517.86,20/11/2004,22/11/2004
2521.81,23/11/2004,23/11/2004
2509.79,24/11/2004,24/11/2004
2501.88,25/11/2004,26/11/2004
2484.36,27/11/2004,29/11/2004
2479.10,30/11/2004,30/11/2004
2479.18,01/12/2004,01/12/2004
2472.12,02/12/2004,02/12/2004
2481.93,03/12/2004,03/12/2004
2475.23,04/12/2004,06/12/2004
2466.71,07/12/2004,07/12/2004
2455.12,08/12/2004,09/12/2004
2464.19,10/12/2004,10/12/2004
2440.72,11/12/2004,13/12/2004
2416.29,14/12/2004,14/12/2004
2385.10,15/12/2004,15/12/2004
2376.37,16/12/2004,16/12/2004
2365.75,17/12/2004,17/12/2004
2361.46,18/12/2004,20/12/2004
2329.79,21/12/2004,21/12/2004
2316.12,22/12/2004,22/12/2004
2381.03,23/12/2004,23/12/2004
2404.40,24/12/2004,24/12/2004
2375.99,25/12/2004,27/12/2004
2385.32,28/12/2004,28/12/2004
2415.37,29/12/2004,29/12/2004
2412.10,30/12/2004,30/12/2004
2389.75,31/12/2004,03/01/2005
2338.84,04/01/2005,04/01/2005
2315.45,05/01/2005,05/01/2005
2344.45,06/01/2005,06/01/2005
2386.67,07/01/2005,07/01/2005
2358.54,08/01/2005,11/01/2005
2380.96,12/01/2005,12/01/2005
2358.64,13/01/2005,13/01/2005
2340.42,14/01/2005,14/01/2005
2351.23,15/01/2005,18/01/2005
2371.77,19/01/2005,19/01/2005
2363.69,20/01/2005,20/01/2005
2381.54,21/01/2005,21/01/2005
2373.86,22/01/2005,24/01/2005
2370.77,25/01/2005,25/01/2005
2370.08,26/01/2005,26/01/2005
2370.95,27/01/2005,27/01/2005
2372.63,28/01/2005,28/01/2005
2367.76,29/01/2005,31/01/2005
2363.75,01/02/2005,01/02/2005
2358.16,02/02/2005,02/02/2005
2364.13,03/02/2005,03/02/2005
2365.08,04/02/2005,04/02/2005
2361.92,05/02/2005,07/02/2005
2365.79,08/02/2005,08/02/2005
2364.16,09/02/2005,09/02/2005
2358.61,10/02/2005,10/02/2005
2344.94,11/02/2005,11/02/2005
3389.94,31/10/2019,31/10/2019
3767.05,14/08/2020,14/08/2020
3658.22,26/03/2021,26/03/2021
3693.35,16/06/2021,16/06/2021
3730.45,18/06/2021,18/06/2021
3824.08,13/07/2021,13/07/2021
3867.88,31/07/2021,02/08/2021
3949.33,07/08/2021,09/08/2021
3994.15,25/12/2021,27/12/2021
3951.96,04/02/2022,04/02/2022
3207.66,09/07/2019,09/07/2019
3457.89,28/08/2019,28/08/2019
3384.21,13/11/2019,13/11/2019
3502.92,28/11/2019,29/11/2019
3636.26,21/04/2021,21/04/2021
3690.56,17/06/2021,17/06/2021
3809.07,16/07/2021,16/07/2021
3918.49,28/07/2021,28/07/2021
3865.04,26/08/2021,26/08/2021
3770.58,21/10/2021,21/10/2021
1998.45,01/12/2009,01/12/2009
1990.29,02/12/2009,02/12/2009
1990.80,03/12/2009,03/12/2009
1989.94,04/12/2009,04/12/2009
2003.94,05/12/2009,07/12/2009
2009.45,08/12/2009,09/12/2009
2016.73,10/12/2009,10/12/2009
2016.17,11/12/2009,11/12/2009
1787.65,15/05/2008,15/05/2008
1792.94,16/05/2008,16/05/2008
1785.04,17/05/2008,19/05/2008
1779.35,20/05/2008,20/05/2008
1787.59,21/05/2008,21/05/2008
1779.48,22/05/2008,22/05/2008
1779.59,23/05/2008,23/05/2008
1777.98,24/05/2008,27/05/2008
1772.55,28/05/2008,28/05/2008
1767.41,29/05/2008,29/05/2008
1755.95,30/05/2008,30/05/2008
1744.01,31/05/2008,03/06/2008
1730.61,04/06/2008,04/06/2008
1728.76,05/06/2008,05/06/2008
1709.95,06/06/2008,06/06/2008
1702.44,07/06/2008,09/06/2008
1687.13,10/06/2008,10/06/2008
1696.79,11/06/2008,11/06/2008
1700.94,12/06/2008,12/06/2008
1705.35,13/06/2008,13/06/2008
1707.87,14/06/2008,16/06/2008
1684.52,17/06/2008,17/06/2008
1655.42,18/06/2008,18/06/2008
1652.41,19/06/2008,19/06/2008
1670.31,20/06/2008,20/06/2008
1678.82,21/06/2008,23/06/2008
1713.63,24/06/2008,24/06/2008
1748.04,25/06/2008,25/06/2008
1783.44,26/06/2008,26/06/2008
1832.81,27/06/2008,27/06/2008
1923.02,28/06/2008,01/07/2008
1748.43,04/07/2008,07/07/2008
1719.48,08/07/2008,08/07/2008
2054.90,28/02/2014,28/02/2014
2046.75,01/03/2014,03/03/2014
2052.51,04/03/2014,04/03/2014
2047.75,05/03/2014,05/03/2014
2045.14,06/03/2014,06/03/2014
2030.02,07/03/2014,07/03/2014
2036.20,08/03/2014,10/03/2014
2042.78,11/03/2014,11/03/2014
2043.59,12/03/2014,12/03/2014
2047.59,13/03/2014,13/03/2014
2044.48,14/03/2014,14/03/2014
1728.74,10/07/2008,10/07/2008
1768.09,11/07/2008,11/07/2008
1778.80,12/07/2008,14/07/2008
1753.51,15/07/2008,15/07/2008
1777.17,16/07/2008,16/07/2008
1736.49,09/07/2008,09/07/2008
1768.53,17/07/2008,17/07/2008
1757.79,18/07/2008,18/07/2008
1788.24,19/07/2008,21/07/2008
1802.01,22/07/2008,22/07/2008
1797.43,23/07/2008,23/07/2008
1772.25,24/07/2008,24/07/2008
1777.10,25/07/2008,25/07/2008
1785.17,26/07/2008,28/07/2008
1764.48,29/07/2008,29/07/2008
1789.68,30/07/2008,30/07/2008
1792.24,31/07/2008,31/07/2008
1800.54,01/08/2008,01/08/2008
1779.97,02/08/2008,04/08/2008
1771.31,05/08/2008,05/08/2008
1772.16,06/08/2008,06/08/2008
1782.92,07/08/2008,08/08/2008
1816.25,09/08/2008,11/08/2008
1821.76,12/08/2008,12/08/2008
1836.25,13/08/2008,13/08/2008
1854.16,14/08/2008,14/08/2008
1853.45,15/08/2008,15/08/2008
1882.11,16/08/2008,19/08/2008
1891.99,20/08/2008,20/08/2008
1880.69,21/08/2008,21/08/2008
1864.26,22/08/2008,22/08/2008
1872.07,23/08/2008,25/08/2008
1873.94,26/08/2008,26/08/2008
1892.06,27/08/2008,27/08/2008
1887.71,28/08/2008,28/08/2008
1041.76,15/08/1996,15/08/1996
1051.82,16/08/1996,16/08/1996
1047.90,17/08/1996,20/08/1996
1044.54,21/08/1996,21/08/1996
1037.43,22/08/1996,22/08/1996
1040.15,23/08/1996,23/08/1996
1037.10,24/08/1996,26/08/1996
1041.64,27/08/1996,27/08/1996
1044.54,28/08/1996,28/08/1996
1046.70,29/08/1996,29/08/1996
1045.02,30/08/1996,30/08/1996
1054.87,02/08/1996,02/08/1996
1054.10,03/08/1996,05/08/1996
1042.32,31/08/1996,02/09/1996
1044.38,03/09/1996,03/09/1996
1045.27,04/09/1996,04/09/1996
1044.09,05/09/1996,05/09/1996
1043.93,06/09/1996,06/09/1996
1045.87,07/09/1996,09/09/1996
1047.95,10/09/1996,10/09/1996
1051.64,11/09/1996,11/09/1996
1047.26,12/09/1996,12/09/1996
1047.66,13/09/1996,13/09/1996
745.79,05/02/1993,05/02/1993
746.56,06/02/1993,08/02/1993
745.45,09/02/1993,09/02/1993
745.49,10/02/1993,10/02/1993
745.38,11/02/1993,11/02/1993
748.22,12/02/1993,12/02/1993
748.88,13/02/1993,15/02/1993
748.18,16/02/1993,16/02/1993
749.69,17/02/1993,17/02/1993
750.75,18/02/1993,18/02/1993
752.47,19/02/1993,19/02/1993
751.96,20/02/1993,22/02/1993
752.52,23/02/1993,23/02/1993
753.33,24/02/1993,24/02/1993
745.73,04/02/1993,04/02/1993
755.07,25/02/1993,25/02/1993
759.20,26/02/1993,26/02/1993
758.03,27/02/1993,01/03/1993
757.89,02/03/1993,02/03/1993
760.71,03/03/1993,03/03/1993
762.68,04/03/1993,04/03/1993
762.04,05/03/1993,05/03/1993
762.20,06/03/1993,08/03/1993
784.80,12/06/1993,15/06/1993
785.90,16/06/1993,16/06/1993
786.64,17/06/1993,17/06/1993
787.49,18/06/1993,18/06/1993
786.77,19/06/1993,22/06/1993
787.06,23/06/1993,23/06/1993
786.42,24/06/1993,24/06/1993
786.72,25/06/1993,25/06/1993
786.96,26/06/1993,28/06/1993
786.80,29/06/1993,29/06/1993
787.12,30/06/1993,30/06/1993
786.10,01/07/1993,01/07/1993
787.51,02/07/1993,02/07/1993
788.65,03/07/1993,06/07/1993
789.47,07/07/1993,07/07/1993
785.79,11/06/1993,11/06/1993
790.58,08/07/1993,08/07/1993
791.73,09/07/1993,09/07/1993
793.18,10/07/1993,12/07/1993
794.67,13/07/1993,13/07/1993
795.66,14/07/1993,14/07/1993
797.00,15/07/1993,15/07/1993
797.06,16/07/1993,16/07/1993
797.31,17/07/1993,19/07/1993
797.41,20/07/1993,21/07/1993
839.14,04/05/1994,04/05/1994
841.00,05/05/1994,05/05/1994
841.25,06/05/1994,06/05/1994
841.70,07/05/1994,09/05/1994
841.27,10/05/1994,10/05/1994
841.33,11/05/1994,11/05/1994
841.92,12/05/1994,12/05/1994
843.24,13/05/1994,13/05/1994
842.23,14/05/1994,17/05/1994
842.21,18/05/1994,18/05/1994
842.83,19/05/1994,19/05/1994
842.64,20/05/1994,20/05/1994
842.33,21/05/1994,23/05/1994
842.92,24/05/1994,24/05/1994
843.08,25/05/1994,25/05/1994
842.22,26/05/1994,26/05/1994
841.86,27/05/1994,27/05/1994
840.93,28/05/1994,30/05/1994
841.12,31/05/1994,31/05/1994
841.93,01/06/1994,01/06/1994
842.00,02/06/1994,02/06/1994
841.44,03/06/1994,03/06/1994
840.37,04/06/1994,07/06/1994
839.56,08/06/1994,08/06/1994
838.03,09/06/1994,09/06/1994
834.96,10/06/1994,10/06/1994
833.19,11/06/1994,14/06/1994
833.16,15/06/1994,15/06/1994
2346.04,12/02/2005,14/02/2005
2338.27,15/02/2005,15/02/2005
2330.62,16/02/2005,16/02/2005
2331.70,17/02/2005,17/02/2005
2327.45,18/02/2005,18/02/2005
2318.12,19/02/2005,22/02/2005
2311.83,23/02/2005,23/02/2005
2308.58,24/02/2005,24/02/2005
2308.70,25/02/2005,25/02/2005
2323.77,26/02/2005,28/02/2005
2327.98,01/03/2005,01/03/2005
2329.67,02/03/2005,02/03/2005
2333.65,03/03/2005,03/03/2005
2333.70,04/03/2005,04/03/2005
2338.93,05/03/2005,07/03/2005
2324.89,08/03/2005,08/03/2005
2325.69,09/03/2005,09/03/2005
2334.11,10/03/2005,10/03/2005
2340.34,11/03/2005,11/03/2005
2332.72,12/03/2005,14/03/2005
2649.32,09/08/2002,09/08/2002
2568.80,10/08/2002,12/08/2002
2595.80,13/08/2002,13/08/2002
2657.98,14/08/2002,14/08/2002
2635.87,15/08/2002,15/08/2002
2648.77,16/08/2002,16/08/2002
2663.61,17/08/2002,20/08/2002
2620.91,21/08/2002,21/08/2002
2626.17,22/08/2002,22/08/2002
2652.96,23/08/2002,23/08/2002
2643.37,24/08/2002,26/08/2002
2653.29,27/08/2002,27/08/2002
2672.25,28/08/2002,28/08/2002
2688.64,29/08/2002,29/08/2002
2712.46,30/08/2002,30/08/2002
2703.55,31/08/2002,02/09/2002
2679.51,03/09/2002,03/09/2002
2677.39,04/09/2002,04/09/2002
2694.51,05/09/2002,05/09/2002
2714.77,06/09/2002,06/09/2002
2712.14,07/09/2002,09/09/2002
2703.63,10/09/2002,10/09/2002
2707.58,11/09/2002,11/09/2002
2718.85,12/09/2002,12/09/2002
2730.91,13/09/2002,13/09/2002
2741.29,14/09/2002,16/09/2002
2758.95,17/09/2002,17/09/2002
2783.44,18/09/2002,18/09/2002
2785.81,19/09/2002,19/09/2002
2789.01,20/09/2002,20/09/2002
2815.05,21/09/2002,23/09/2002
2825.32,27/09/2002,27/09/2002
2828.08,28/09/2002,30/09/2002
1792.68,06/08/2011,08/08/2011
1811.18,09/08/2011,09/08/2011
1872.01,05/02/2011,07/02/2011
1871.81,08/02/2011,08/02/2011
1875.32,09/02/2011,09/02/2011
1891.54,10/02/2011,10/02/2011
1889.10,11/02/2011,11/02/2011
1880.37,12/02/2011,14/02/2011
1891.84,15/02/2011,15/02/2011
1902.01,16/02/2011,16/02/2011
1907.69,17/02/2011,17/02/2011
1893.46,18/02/2011,18/02/2011
1879.15,19/02/2011,22/02/2011
1889.69,23/02/2011,23/02/2011
1898.28,24/02/2011,24/02/2011
1898.39,25/02/2011,25/02/2011
1895.56,26/02/2011,28/02/2011
1907.37,01/03/2011,01/03/2011
1913.21,02/03/2011,02/03/2011
1916.05,03/03/2011,03/03/2011
1904.73,04/03/2011,04/03/2011
1890.23,05/03/2011,07/03/2011
1893.17,08/03/2011,08/03/2011
1889.85,09/03/2011,09/03/2011
1879.49,10/03/2011,10/03/2011
1871.97,11/03/2011,11/03/2011
1866.20,12/03/2011,14/03/2011
1876.29,15/03/2011,15/03/2011
1887.67,16/03/2011,16/03/2011
1892.62,17/03/2011,17/03/2011
1876.78,18/03/2011,18/03/2011
1874.79,19/03/2011,22/03/2011
1866.34,23/03/2011,23/03/2011
1867.74,24/03/2011,24/03/2011
1865.11,25/03/2011,25/03/2011
1871.37,26/03/2011,28/03/2011
1877.84,29/03/2011,29/03/2011
1888.00,30/03/2011,30/03/2011
1879.47,31/03/2011,31/03/2011
1870.60,01/04/2011,01/04/2011
1858.95,02/04/2011,04/04/2011
1846.78,05/04/2011,05/04/2011
1838.29,06/04/2011,06/04/2011
1826.97,07/04/2011,07/04/2011
1825.09,08/04/2011,08/04/2011
1817.35,09/04/2011,11/04/2011
1815.79,12/04/2011,12/04/2011
1818.14,13/04/2011,13/04/2011
1818.91,14/04/2011,14/04/2011
1811.10,15/04/2011,15/04/2011
1800.63,16/04/2011,18/04/2011
1799.79,19/04/2011,19/04/2011
1790.54,20/04/2011,20/04/2011
1782.59,21/04/2011,25/04/2011
1781.56,26/04/2011,26/04/2011
1787.88,27/04/2011,27/04/2011
1784.11,28/04/2011,28/04/2011
1767.54,29/04/2011,29/04/2011
1768.19,30/04/2011,02/05/2011
1768.37,03/05/2011,03/05/2011
1767.05,04/05/2011,04/05/2011
1763.45,05/05/2011,05/05/2011
1769.46,06/05/2011,06/05/2011
1763.12,07/05/2011,09/05/2011
1779.70,10/05/2011,10/05/2011
1791.72,11/05/2011,11/05/2011
1798.66,12/05/2011,12/05/2011
1807.86,13/05/2011,13/05/2011
1805.37,14/05/2011,16/05/2011
1814.98,17/05/2011,17/05/2011
1826.03,18/05/2011,18/05/2011
1824.62,19/05/2011,19/05/2011
1814.99,20/05/2011,20/05/2011
1819.86,21/05/2011,23/05/2011
1828.12,24/05/2011,24/05/2011
1828.64,25/05/2011,25/05/2011
1831.58,26/05/2011,26/05/2011
1829.75,27/05/2011,27/05/2011
1817.34,28/05/2011,31/05/2011
1797.83,01/06/2011,01/06/2011
1789.41,02/06/2011,02/06/2011
1784.12,03/06/2011,03/06/2011
1785.05,04/06/2011,07/06/2011
1770.13,08/06/2011,08/06/2011
1769.83,09/06/2011,09/06/2011
1772.59,10/06/2011,10/06/2011
1774.94,11/06/2011,13/06/2011
1777.64,14/06/2011,14/06/2011
1774.24,15/06/2011,15/06/2011
1781.40,16/06/2011,16/06/2011
1793.92,17/06/2011,17/06/2011
1787.80,18/06/2011,20/06/2011
1789.47,21/06/2011,21/06/2011
1780.48,22/06/2011,22/06/2011
1779.10,23/06/2011,23/06/2011
1788.11,24/06/2011,24/06/2011
1787.80,25/06/2011,28/06/2011
1786.73,29/06/2011,29/06/2011
1780.16,30/06/2011,30/06/2011
1772.32,01/07/2011,01/07/2011
1762.59,02/07/2011,05/07/2011
1766.57,06/07/2011,06/07/2011
1767.47,07/07/2011,07/07/2011
1759.38,08/07/2011,08/07/2011
1759.41,09/07/2011,11/07/2011
1768.42,12/07/2011,12/07/2011
1765.32,13/07/2011,13/07/2011
1758.25,14/07/2011,14/07/2011
1748.41,15/07/2011,15/07/2011
1750.90,16/07/2011,18/07/2011
1758.99,19/07/2011,19/07/2011
1757.49,20/07/2011,21/07/2011
1756.38,22/07/2011,22/07/2011
1757.35,23/07/2011,25/07/2011
1768.02,26/07/2011,26/07/2011
1759.88,27/07/2011,27/07/2011
1764.89,28/07/2011,28/07/2011
1771.15,29/07/2011,29/07/2011
1777.82,30/07/2011,01/08/2011
1771.81,02/08/2011,02/08/2011
1765.53,03/08/2011,03/08/2011
1772.52,04/08/2011,04/08/2011
1781.33,05/08/2011,05/08/2011
1811.68,10/08/2011,10/08/2011
1800.97,11/08/2011,11/08/2011
2958.15,01/04/2003,01/04/2003
2958.56,02/04/2003,02/04/2003
2850.65,01/10/2002,01/10/2002
2885.48,02/10/2002,02/10/2002
2888.23,03/10/2002,03/10/2002
2881.78,04/10/2002,04/10/2002
2876.40,05/10/2002,07/10/2002
2869.73,08/10/2002,08/10/2002
3368.76,24/05/2019,24/05/2019
3398.05,22/02/2020,24/02/2020
3647.73,19/11/2020,19/11/2020
3095.66,11/04/2019,11/04/2019
3375.29,30/05/2019,30/05/2019
3995.83,27/03/2020,27/03/2020
3683.49,16/09/2020,16/09/2020
3873.80,25/09/2020,25/09/2020
3410.82,18/12/2020,18/12/2020
3826.89,17/03/2022,17/03/2022
3092.39,21/03/2019,21/03/2019
3622.36,02/03/2021,02/03/2021
3398.40,28/01/2020,28/01/2020
4008.78,04/04/2020,06/04/2020
4046.04,29/04/2020,29/04/2020
3628.20,22/07/2020,22/07/2020
3665.41,27/03/2021,29/03/2021
3340.96,23/05/2019,23/05/2019
3642.29,03/06/2021,03/06/2021
3862.95,03/03/2022,03/03/2022
3813.41,08/03/2022,08/03/2022
3128.47,04/04/2019,04/04/2019
3136.69,16/04/2019,16/04/2019
3467.60,04/10/2019,04/10/2019
3870.31,14/04/2020,14/04/2020
3578.29,25/02/2021,25/02/2021
3753.30,02/09/2021,02/09/2021
3997.71,23/12/2021,23/12/2021
3160.87,17/04/2019,17/04/2019
3395.25,26/10/2019,28/10/2019
3816.65,04/05/2021,04/05/2021
3948.33,04/12/2021,06/12/2021
3126.20,06/04/2019,08/04/2019
3160.48,18/04/2019,22/04/2019
3347.86,18/12/2019,18/12/2019
3615.75,11/07/2020,13/07/2020
3635.19,18/11/2020,18/11/2020
3543.28,06/02/2021,08/02/2021
3835.67,24/09/2021,24/09/2021
3886.79,09/04/2020,13/04/2020
3746.46,12/06/2020,12/06/2020
3633.42,10/07/2020,10/07/2020
4033.37,19/01/2022,19/01/2022
3266.72,14/06/2019,14/06/2019
3217.18,06/07/2019,08/07/2019
3183.01,19/07/2019,19/07/2019
3387.72,25/10/2019,25/10/2019
3421.26,16/11/2019,18/11/2019
3941.92,14/03/2020,16/03/2020
4153.91,20/03/2020,20/03/2020
4104.90,25/03/2020,25/03/2020
3882.27,09/05/2020,11/05/2020
3827.27,22/08/2020,24/08/2020
3736.91,31/03/2021,31/03/2021
3597.18,09/06/2021,09/06/2021
3856.32,14/10/2020,14/10/2020
3899.87,10/12/2021,10/12/2021
3946.88,16/02/2022,16/02/2022
3145.55,27/03/2019,27/03/2019
3149.99,23/04/2019,23/04/2019
3233.97,01/05/2019,02/05/2019
4065.50,03/04/2020,03/04/2020
3867.32,26/08/2020,26/08/2020
3339.19,02/11/2019,05/11/2019
3341.01,09/11/2019,12/11/2019
3478.36,14/01/2021,14/01/2021
3623.61,09/03/2021,09/03/2021
3420.99,21/08/2019,21/08/2019
3329.98,19/12/2019,19/12/2019
3448.89,11/12/2020,11/12/2020
3836.95,30/07/2021,30/07/2021
3816.14,09/09/2021,09/09/2021
3917.75,11/02/2022,11/02/2022
3858.21,15/04/2020,15/04/2020
3760.38,29/08/2020,31/08/2020
3982.60,29/01/2022,31/01/2022
3445.76,08/10/2019,08/10/2019
3454.56,10/10/2019,10/10/2019
3272.62,11/01/2020,13/01/2020
3425.22,26/02/2020,26/02/2020
4020.94,24/04/2020,24/04/2020
3878.94,30/09/2020,30/09/2020
3947.83,27/01/2022,27/01/2022
3262.81,30/07/2019,30/07/2019
3776.73,23/10/2020,23/10/2020
3635.12,25/03/2021,25/03/2021
3435.71,27/09/2019,27/09/2019
4054.54,01/04/2020,01/04/2020
3843.59,15/10/2020,15/10/2020
3257.06,11/06/2019,11/06/2019
3782.66,23/05/2020,26/05/2020
3638.22,15/07/2020,15/07/2020
3718.69,29/07/2020,29/07/2020
3495.39,29/12/2020,29/12/2020
3738.19,22/05/2021,24/05/2021
3177.94,24/04/2019,24/04/2019
3863.60,24/09/2020,24/09/2020
3598.77,10/03/2021,10/03/2021
3313.72,18/05/2019,20/05/2019
3248.91,20/06/2019,20/06/2019
3725.56,27/05/2020,27/05/2020
3733.27,20/06/2020,23/06/2020
3432.50,31/12/2020,04/01/2021
3428.04,07/01/2021,07/01/2021
3780.39,11/03/2020,11/03/2020
3849.53,30/10/2020,30/10/2020
4064.81,31/03/2020,31/03/2020
4045.01,22/04/2020,22/04/2020
3983.29,30/04/2020,30/04/2020
3792.13,21/08/2020,21/08/2020
3296.85,31/07/2019,31/07/2019
3380.92,18/09/2019,18/09/2019
3290.12,09/05/2019,09/05/2019
3291.79,01/08/2019,01/08/2019
3431.28,07/08/2019,08/08/2019
3478.57,05/12/2019,05/12/2019
3432.89,12/02/2020,12/02/2020
4086.34,26/03/2020,26/03/2020
3901.34,12/05/2020,12/05/2020
3842.34,02/10/2020,02/10/2020
3477.48,22/01/2021,22/01/2021
3177.76,23/07/2019,23/07/2019
3438.61,04/09/2019,04/09/2019
3281.40,27/12/2019,27/12/2019
3859.90,29/09/2020,29/09/2020
3452.67,15/11/2019,15/11/2019
3926.07,06/05/2020,06/05/2020
3953.26,02/12/2021,02/12/2021
3327.02,08/11/2019,08/11/2019
3392.60,29/01/2020,29/01/2020
3679.17,28/07/2020,28/07/2020
3913.59,04/08/2021,04/08/2021
3774.46,27/10/2021,27/10/2021
3319.64,07/11/2019,07/11/2019
3749.30,12/08/2020,12/08/2020
3645.14,07/04/2021,07/04/2021
3497.34,03/10/2019,03/10/2019
3441.89,14/11/2019,14/11/2019
3525.45,12/02/2021,12/02/2021
3588.23,26/02/2021,26/02/2021
3841.94,29/09/2021,29/09/2021
3584.58,07/03/2020,09/03/2020
3932.72,01/05/2020,04/05/2020
3757.21,09/09/2020,09/09/2020
3666.17,14/04/2021,14/04/2021
3980.80,21/01/2022,21/01/2022
3115.22,09/04/2019,09/04/2019
3294.05,28/12/2019,30/12/2019
3660.18,03/07/2020,03/07/2020
3582.41,26/01/2021,26/01/2021
3557.16,11/02/2021,11/02/2021
3515.65,13/02/2021,16/02/2021
3932.40,23/02/2022,23/02/2022
3634.07,09/04/2021,09/04/2021
3109.32,13/04/2019,15/04/2019
3264.47,13/06/2019,13/06/2019
3372.23,13/12/2019,13/12/2019
3851.07,19/05/2020,19/05/2020
3558.63,05/02/2021,05/02/2021
3715.28,29/05/2021,01/06/2021
3387.73,12/12/2019,12/12/2019
3431.60,25/02/2020,25/02/2020
3716.89,30/07/2020,30/07/2020
3518.19,17/02/2021,17/02/2021
3812.77,01/10/2021,01/10/2021
3936.41,15/12/2021,15/12/2021
3202.01,21/06/2019,21/06/2019
3377.72,20/09/2019,20/09/2019
3660.15,24/07/2020,24/07/2020
3854.47,16/10/2020,16/10/2020
3569.45,19/03/2021,19/03/2021
3843.77,22/09/2021,22/09/2021
3999.85,18/12/2021,20/12/2021
3996.28,22/12/2021,22/12/2021
3316.92,24/12/2019,24/12/2019
3924.54,08/05/2020,08/05/2020
3758.91,27/06/2020,30/06/2020
3923.53,20/11/2021,22/11/2021
3288.81,08/05/2019,08/05/2019
3382.71,10/08/2019,12/08/2019
3410.24,19/02/2020,19/02/2020
3481.44,04/12/2020,04/12/2020
3482.10,30/12/2020,30/12/2020
3589.86,11/06/2021,11/06/2021
3377.79,19/09/2019,19/09/2019
3522.41,06/03/2020,06/03/2020
3611.44,28/11/2020,30/11/2020
3815.22,08/07/2021,08/07/2021
3755.29,15/10/2021,15/10/2021
3736.70,13/04/2022,13/04/2022
3143.36,03/04/2019,03/04/2019
3169.51,20/07/2019,22/07/2019
3403.50,21/02/2020,21/02/2020
3735.93,26/06/2020,26/06/2020
3525.25,23/01/2021,25/01/2021
3827.64,12/03/2022,14/03/2022
3240.44,04/05/2019,06/05/2019
3418.61,11/12/2019,11/12/2019
3487.65,08/12/2020,09/12/2020
3559.46,30/01/2021,01/02/2021
3756.67,30/06/2021,30/06/2021
4039.31,07/01/2022,07/01/2022
3973.06,18/04/2020,20/04/2020
3254.03,07/05/2019,07/05/2019
3290.27,17/05/2019,17/05/2019
3395.10,30/01/2020,30/01/2020
3357.82,31/05/2019,31/05/2019
3433.94,26/11/2019,26/11/2019
3706.06,24/06/2020,24/06/2020
3191.17,22/06/2019,25/06/2019
3942.92,17/04/2020,17/04/2020
3469.76,15/01/2021,15/01/2021
3836.85,11/09/2021,13/09/2021
3477.45,01/10/2019,01/10/2019
3447.74,19/11/2019,19/11/2019
3617.22,14/07/2020,14/07/2020
3627.28,23/07/2020,23/07/2020
3755.61,13/08/2020,13/08/2020
3738.19,07/11/2020,09/11/2020
