VALOR,VIGENCIADESDE,VIGENCIAHASTA
1002.25,17/11/1995,17/11/1995
1002.63,18/11/1995,20/11/1995
1003.44,21/11/1995,21/11/1995
1003.47,22/11/1995,22/11/1995
1002.49,23/11/1995,23/11/1995
1001.23,24/11/1995,24/11/1995
1000.69,25/11/1995,27/11/1995
1003.24,28/11/1995,28/11/1995
1001.73,29/11/1995,29/11/1995
998.16,30/11/1995,30/11/1995
998.15,01/12/1995,01/12/1995
997.87,02/12/1995,04/12/1995
995.93,05/12/1995,05/12/1995
990.16,06/12/1995,06/12/1995
983.29,07/12/1995,07/12/1995
974.04,08/12/1995,11/12/1995
979.87,12/12/1995,12/12/1995
986.17,13/12/1995,13/12/1995
994.57,14/12/1995,14/12/1995
992.88,15/12/1995,15/12/1995
988.94,16/12/1995,18/12/1995
986.71,19/12/1995,19/12/1995
987.22,20/12/1995,20/12/1995
985.39,21/12/1995,21/12/1995
984.06,22/12/1995,22/12/1995
984.96,23/12/1995,26/12/1995
990.10,27/12/1995,27/12/1995
986.96,28/12/1995,28/12/1995
987.65,29/12/1995,29/12/1995
987.65,30/12/1995,02/01/1996
994.31,03/01/1996,03/01/1996
994.50,04/01/1996,04/01/1996
998.68,05/01/1996,05/01/1996
997.06,06/01/1996,08/01/1996
997.06,09/01/1996,09/01/1996
1003.44,10/01/1996,10/01/1996
1003.86,11/01/1996,11/01/1996
1002.59,12/01/1996,12/01/1996
1005.63,13/01/1996,15/01/1996
1011.59,16/01/1996,16/01/1996
1011.72,17/01/1996,17/01/1996
1010.34,18/01/1996,18/01/1996
1015.10,19/01/1996,19/01/1996
1018.99,20/01/1996,22/01/1996
1019.17,23/01/1996,23/01/1996
1024.89,24/01/1996,24/01/1996
1026.08,25/01/1996,25/01/1996
1026.78,26/01/1996,26/01/1996
1026.89,27/01/1996,29/01/1996
1027.61,30/01/1996,30/01/1996
1028.14,31/01/1996,31/01/1996
1026.30,01/02/1996,01/02/1996
1024.89,02/02/1996,02/02/1996
1021.29,03/02/1996,05/02/1996
1022.93,06/02/1996,06/02/1996
1021.30,07/02/1996,07/02/1996
1022.28,08/02/1996,08/02/1996
1024.17,09/02/1996,09/02/1996
1023.07,10/02/1996,12/02/1996
1027.54,13/02/1996,13/02/1996
1028.58,14/02/1996,14/02/1996
1027.57,15/02/1996,15/02/1996
1030.67,16/02/1996,16/02/1996
1029.50,17/02/1996,19/02/1996
1033.41,20/02/1996,20/02/1996
1034.34,21/02/1996,21/02/1996
1035.43,22/02/1996,22/02/1996
1035.04,23/02/1996,23/02/1996
1036.71,24/02/1996,26/02/1996
1038.49,27/02/1996,27/02/1996
1039.06,28/02/1996,28/02/1996
1039.81,29/02/1996,29/02/1996
1039.90,01/03/1996,01/03/1996
1040.70,02/03/1996,04/03/1996
1041.28,05/03/1996,05/03/1996
1041.83,06/03/1996,06/03/1996
1042.03,07/03/1996,07/03/1996
1992.36,23/09/1999,23/09/1999
1994.86,24/09/1999,24/09/1999
1995.64,25/09/1999,27/09/1999
2013.24,28/09/1999,28/09/1999
2003.82,29/09/1999,29/09/1999
2017.27,30/09/1999,30/09/1999
2015.15,01/10/1999,01/10/1999
2004.22,02/10/1999,04/10/1999
1992.65,05/10/1999,05/10/1999
2000.48,06/10/1999,06/10/1999
1995.71,07/10/1999,07/10/1999
1993.18,08/10/1999,08/10/1999
1992.74,09/10/1999,11/10/1999
1992.03,12/10/1999,12/10/1999
1988.70,13/10/1999,13/10/1999
1981.14,14/10/1999,14/10/1999
1975.80,15/10/1999,15/10/1999
1977.04,16/10/1999,19/10/1999
1965.92,20/10/1999,20/10/1999
1957.53,21/10/1999,21/10/1999
1946.00,22/10/1999,22/10/1999
1946.24,23/10/1999,25/10/1999
1949.33,26/10/1999,26/10/1999
1966.07,27/10/1999,27/10/1999
1968.90,28/10/1999,28/10/1999
1965.44,29/10/1999,29/10/1999
1971.59,30/10/1999,02/11/1999
1966.50,03/11/1999,03/11/1999
1960.70,04/11/1999,04/11/1999
1962.16,05/11/1999,05/11/1999
1959.46,06/11/1999,08/11/1999
1954.56,09/11/1999,09/11/1999
1948.05,10/11/1999,10/11/1999
1951.11,11/11/1999,11/11/1999
1958.41,12/11/1999,12/11/1999
1961.80,13/11/1999,16/11/1999
1961.70,17/11/1999,17/11/1999
1946.27,18/11/1999,18/11/1999
1927.47,19/11/1999,19/11/1999
1925.11,20/11/1999,22/11/1999
1935.48,23/11/1999,23/11/1999
1925.00,24/11/1999,24/11/1999
1912.86,25/11/1999,25/11/1999
1918.85,26/11/1999,26/11/1999
1921.93,27/11/1999,29/11/1999
1923.77,30/11/1999,30/11/1999
1922.47,01/12/1999,01/12/1999
1918.63,02/12/1999,02/12/1999
1911.35,03/12/1999,03/12/1999
1903.80,04/12/1999,06/12/1999
1886.46,07/12/1999,07/12/1999
1888.99,08/12/1999,09/12/1999
1906.91,10/12/1999,10/12/1999
1900.22,11/12/1999,13/12/1999
1905.50,14/12/1999,14/12/1999
1891.67,15/12/1999,15/12/1999
1874.14,16/12/1999,16/12/1999
1879.55,17/12/1999,17/12/1999
1867.02,18/12/1999,20/12/1999
1868.47,21/12/1999,21/12/1999
1884.64,22/12/1999,22/12/1999
1886.27,23/12/1999,23/12/1999
1874.77,24/12/1999,24/12/1999
1874.58,25/12/1999,27/12/1999
1870.65,28/12/1999,28/12/1999
1867.82,29/12/1999,29/12/1999
1873.77,30/12/1999,03/01/2000
1874.35,04/01/2000,04/01/2000
1895.97,05/01/2000,05/01/2000
1912.69,06/01/2000,06/01/2000
1911.33,07/01/2000,07/01/2000
1900.14,08/01/2000,11/01/2000
1902.25,12/01/2000,12/01/2000
1904.54,13/01/2000,13/01/2000
1917.38,14/01/2000,14/01/2000
2267.33,02/02/2002,04/02/2002
2266.61,05/02/2002,05/02/2002
2259.81,06/02/2002,06/02/2002
2254.98,07/02/2002,07/02/2002
2260.17,08/02/2002,08/02/2002
2272.76,09/02/2002,11/02/2002
2283.14,12/02/2002,12/02/2002
2290.19,13/02/2002,13/02/2002
2309.27,14/02/2002,14/02/2002
2312.03,15/02/2002,15/02/2002
2288.54,16/02/2002,18/02/2002
2288.98,19/02/2002,19/02/2002
2280.98,20/02/2002,20/02/2002
2282.94,21/02/2002,21/02/2002
2309.45,22/02/2002,22/02/2002
2307.75,23/02/2002,25/02/2002
2310.21,26/02/2002,26/02/2002
2313.13,27/02/2002,27/02/2002
2309.82,28/02/2002,28/02/2002
2306.45,01/03/2002,01/03/2002
2306.33,02/03/2002,04/03/2002
2299.15,05/03/2002,05/03/2002
2293.60,06/03/2002,06/03/2002
2290.00,07/03/2002,07/03/2002
2289.83,08/03/2002,08/03/2002
2283.83,09/03/2002,11/03/2002
2269.88,12/03/2002,12/03/2002
2269.17,13/03/2002,13/03/2002
2270.66,14/03/2002,14/03/2002
2272.27,15/03/2002,15/03/2002
2278.56,16/03/2002,18/03/2002
2282.25,19/03/2002,19/03/2002
2274.53,20/03/2002,20/03/2002
2279.60,21/03/2002,21/03/2002
2280.00,22/03/2002,22/03/2002
2274.47,23/03/2002,26/03/2002
2261.23,28/03/2002,01/04/2002
1775.69,03/03/2012,05/03/2012
1774.03,06/03/2012,06/03/2012
1779.32,07/03/2012,07/03/2012
1773.88,08/03/2012,08/03/2012
1765.06,09/03/2012,09/03/2012
1762.08,10/03/2012,12/03/2012
1766.10,13/03/2012,13/03/2012
1760.77,14/03/2012,14/03/2012
1761.04,15/03/2012,15/03/2012
1761.02,16/03/2012,16/03/2012
1758.38,17/03/2012,20/03/2012
1759.78,21/03/2012,21/03/2012
1758.03,22/03/2012,22/03/2012
1761.87,23/03/2012,23/03/2012
1760.17,24/03/2012,26/03/2012
1759.58,27/03/2012,27/03/2012
1762.93,28/03/2012,28/03/2012
1771.25,29/03/2012,29/03/2012
1784.66,30/03/2012,30/03/2012
1792.07,31/03/2012,02/04/2012
1779.13,03/04/2012,03/04/2012
1767.84,04/04/2012,04/04/2012
1772.58,05/04/2012,09/04/2012
1779.53,10/04/2012,10/04/2012
1793.30,11/04/2012,11/04/2012
1787.66,12/04/2012,12/04/2012
1778.78,13/04/2012,13/04/2012
1777.12,14/04/2012,16/04/2012
1775.67,17/04/2012,17/04/2012
1769.07,18/04/2012,18/04/2012
1774.21,19/04/2012,19/04/2012
1776.06,20/04/2012,20/04/2012
1771.13,21/04/2012,23/04/2012
1774.44,24/04/2012,24/04/2012
1767.91,25/04/2012,25/04/2012
1763.85,26/04/2012,26/04/2012
1764.63,27/04/2012,27/04/2012
1761.20,28/04/2012,30/04/2012
1764.00,01/05/2012,02/05/2012
1760.12,03/05/2012,03/05/2012
1754.89,04/05/2012,04/05/2012
1757.24,05/05/2012,07/05/2012
1759.12,08/05/2012,08/05/2012
1760.60,09/05/2012,09/05/2012
1775.96,10/05/2012,10/05/2012
1765.00,11/05/2012,11/05/2012
1764.69,12/05/2012,14/05/2012
1771.60,15/05/2012,15/05/2012
1778.37,16/05/2012,16/05/2012
1793.61,17/05/2012,17/05/2012
1804.92,18/05/2012,18/05/2012
1814.46,19/05/2012,22/05/2012
1824.73,23/05/2012,23/05/2012
1845.17,24/05/2012,24/05/2012
1836.45,25/05/2012,25/05/2012
1840.69,26/05/2012,29/05/2012
1818.82,30/05/2012,30/05/2012
1827.83,31/05/2012,31/05/2012
1833.80,01/06/2012,01/06/2012
1834.71,02/06/2012,04/06/2012
1815.54,05/06/2012,05/06/2012
1798.85,06/06/2012,06/06/2012
1782.89,07/06/2012,07/06/2012
1766.91,08/06/2012,08/06/2012
1776.26,09/06/2012,12/06/2012
1776.47,13/06/2012,13/06/2012
1783.45,14/06/2012,14/06/2012
1787.63,15/06/2012,15/06/2012
1786.21,16/06/2012,19/06/2012
1773.18,20/06/2012,20/06/2012
1770.38,21/06/2012,21/06/2012
1775.99,22/06/2012,22/06/2012
1787.47,23/06/2012,25/06/2012
1803.37,26/06/2012,26/06/2012
3082.45,22/03/2019,22/03/2019
3376.99,23/08/2019,23/08/2019
3383.29,01/11/2019,01/11/2019
4128.38,19/03/2020,19/03/2020
3716.35,02/06/2020,02/06/2020
3874.44,24/07/2021,26/07/2021
3876.08,20/08/2021,20/08/2021
3812.76,08/09/2021,08/09/2021
3771.83,08/04/2022,08/04/2022
3365.78,03/08/2019,05/08/2019
3430.28,05/10/2019,07/10/2019
3374.29,14/12/2019,16/12/2019
3967.76,21/04/2020,21/04/2020
3591.84,01/12/2020,01/12/2020
3620.40,16/04/2021,16/04/2021
3682.84,15/05/2021,18/05/2021
1042.61,08/03/1996,08/03/1996
1042.42,09/03/1996,11/03/1996
1043.50,12/03/1996,12/03/1996
1044.07,13/03/1996,13/03/1996
1044.99,14/03/1996,14/03/1996
1045.44,15/03/1996,15/03/1996
1046.09,16/03/1996,18/03/1996
1046.76,19/03/1996,19/03/1996
1047.24,20/03/1996,20/03/1996
1047.65,21/03/1996,21/03/1996
1048.40,22/03/1996,22/03/1996
1048.00,23/03/1996,25/03/1996
1048.00,26/03/1996,26/03/1996
1049.08,27/03/1996,27/03/1996
1049.22,28/03/1996,28/03/1996
1048.42,29/03/1996,29/03/1996
1046.00,30/03/1996,01/04/1996
1042.20,02/04/1996,02/04/1996
1045.23,03/04/1996,03/04/1996
1046.92,04/04/1996,08/04/1996
1050.12,09/04/1996,09/04/1996
1047.35,10/04/1996,10/04/1996
1046.55,11/04/1996,11/04/1996
1047.48,12/04/1996,12/04/1996
1048.89,13/04/1996,15/04/1996
1050.73,16/04/1996,16/04/1996
1054.41,17/04/1996,17/04/1996
1054.03,18/04/1996,18/04/1996
1052.90,19/04/1996,19/04/1996
1053.59,20/04/1996,22/04/1996
1054.43,23/04/1996,23/04/1996
1055.31,24/04/1996,24/04/1996
1054.53,25/04/1996,25/04/1996
1054.29,26/04/1996,26/04/1996
1054.80,27/04/1996,29/04/1996
1058.90,30/04/1996,30/04/1996
1061.55,01/05/1996,02/05/1996
1062.56,03/05/1996,03/05/1996
1062.40,04/05/1996,06/05/1996
1063.41,07/05/1996,07/05/1996
1063.53,08/05/1996,08/05/1996
1061.63,09/05/1996,09/05/1996
1061.10,10/05/1996,10/05/1996
873.06,07/06/1995,07/06/1995
871.02,08/06/1995,08/06/1995
871.93,09/06/1995,09/06/1995
871.94,10/06/1995,12/06/1995
873.74,13/06/1995,13/06/1995
875.28,14/06/1995,14/06/1995
873.78,15/06/1995,15/06/1995
872.54,16/06/1995,16/06/1995
873.91,17/06/1995,19/06/1995
873.91,20/06/1995,20/06/1995
875.59,21/06/1995,21/06/1995
875.32,22/06/1995,22/06/1995
874.81,23/06/1995,23/06/1995
873.64,24/06/1995,26/06/1995
873.64,27/06/1995,27/06/1995
875.95,28/06/1995,28/06/1995
878.80,29/06/1995,29/06/1995
881.23,30/06/1995,30/06/1995
880.49,01/07/1995,03/07/1995
880.49,04/07/1995,04/07/1995
883.81,05/07/1995,05/07/1995
887.30,06/07/1995,06/07/1995
891.28,07/07/1995,07/07/1995
891.44,08/07/1995,10/07/1995
897.12,11/07/1995,11/07/1995
897.51,12/07/1995,12/07/1995
895.84,13/07/1995,13/07/1995
892.82,14/07/1995,14/07/1995
893.36,15/07/1995,17/07/1995
891.76,18/07/1995,18/07/1995
894.03,19/07/1995,19/07/1995
894.50,20/07/1995,20/07/1995
894.50,21/07/1995,21/07/1995
894.98,22/07/1995,24/07/1995
896.68,25/07/1995,25/07/1995
897.32,26/07/1995,26/07/1995
626.52,18/12/1991,18/12/1991
766.91,25/03/1993,25/03/1993
1304.33,03/01/1998,05/01/1998
801.15,03/08/1993,03/08/1993
801.86,04/08/1993,04/08/1993
801.82,05/08/1993,05/08/1993
801.86,06/08/1993,06/08/1993
633.35,19/12/1991,19/12/1991
621.71,20/12/1991,20/12/1991
620.62,21/12/1991,23/12/1991
622.95,24/12/1991,24/12/1991
622.95,25/12/1991,26/12/1991
801.78,07/08/1993,09/08/1993
802.30,10/08/1993,10/08/1993
803.22,11/08/1993,11/08/1993
804.48,12/08/1993,12/08/1993
804.93,13/08/1993,13/08/1993
804.51,14/08/1993,17/08/1993
804.76,18/08/1993,18/08/1993
805.62,19/08/1993,19/08/1993
806.15,20/08/1993,20/08/1993
806.72,21/08/1993,23/08/1993
807.04,24/08/1993,24/08/1993
807.57,25/08/1993,25/08/1993
807.77,26/08/1993,26/08/1993
807.55,27/08/1993,27/08/1993
807.53,28/08/1993,30/08/1993
806.86,31/08/1993,31/08/1993
806.83,01/09/1993,01/09/1993
808.04,02/09/1993,02/09/1993
807.96,03/09/1993,03/09/1993
807.68,04/09/1993,06/09/1993
807.62,07/09/1993,07/09/1993
808.24,08/09/1993,08/09/1993
809.33,09/09/1993,09/09/1993
810.25,10/09/1993,10/09/1993
810.03,11/09/1993,13/09/1993
810.09,14/09/1993,14/09/1993
810.81,15/09/1993,15/09/1993
811.75,16/09/1993,16/09/1993
811.93,17/09/1993,17/09/1993
647.28,11/04/1992,13/04/1992
649.48,14/04/1992,14/04/1992
655.66,15/04/1992,15/04/1992
657.97,16/04/1992,20/04/1992
655.32,21/04/1992,21/04/1992
652.57,22/04/1992,22/04/1992
651.48,23/04/1992,23/04/1992
650.24,24/04/1992,24/04/1992
651.36,25/04/1992,27/04/1992
650.31,28/04/1992,28/04/1992
651.95,29/04/1992,29/04/1992
653.83,30/04/1992,30/04/1992
653.58,01/05/1992,04/05/1992
653.10,05/05/1992,05/05/1992
653.70,06/05/1992,06/05/1992
654.74,07/05/1992,07/05/1992
656.40,08/05/1992,08/05/1992
657.91,09/05/1992,11/05/1992
658.52,12/05/1992,12/05/1992
631.63,27/12/1991,27/12/1991
632.37,28/12/1991,30/12/1991
632.37,31/12/1991,31/12/1991
632.37,01/01/1992,01/01/1992
632.58,03/01/1992,03/01/1992
638.07,04/01/1992,07/01/1992
638.17,08/01/1992,08/01/1992
638.61,09/01/1992,09/01/1992
637.86,10/01/1992,10/01/1992
645.04,11/01/1992,13/01/1992
659.74,14/01/1992,14/01/1992
657.49,15/01/1992,15/01/1992
653.45,16/01/1992,16/01/1992
652.91,17/01/1992,17/01/1992
645.35,18/01/1992,20/01/1992
645.97,21/01/1992,21/01/1992
647.04,22/01/1992,22/01/1992
647.01,23/01/1992,23/01/1992
647.01,24/01/1992,24/01/1992
644.83,25/01/1992,27/01/1992
645.53,28/01/1992,28/01/1992
645.20,29/01/1992,29/01/1992
644.04,30/01/1992,30/01/1992
644.27,31/01/1992,31/01/1992
640.52,01/02/1992,03/02/1992
640.52,04/02/1992,04/02/1992
638.01,05/02/1992,05/02/1992
637.65,06/02/1992,06/02/1992
636.90,07/02/1992,07/02/1992
635.34,08/02/1992,10/02/1992
634.74,11/02/1992,11/02/1992
634.59,12/02/1992,12/02/1992
634.67,13/02/1992,13/02/1992
635.60,14/02/1992,14/02/1992
634.74,15/02/1992,17/02/1992
635.66,18/02/1992,18/02/1992
635.21,19/02/1992,19/02/1992
634.93,20/02/1992,20/02/1992
633.31,21/02/1992,21/02/1992
633.03,22/02/1992,24/02/1992
633.55,25/02/1992,25/02/1992
633.74,26/02/1992,26/02/1992
634.06,27/02/1992,27/02/1992
633.91,28/02/1992,28/02/1992
636.54,29/02/1992,02/03/1992
640.95,03/03/1992,03/03/1992
636.05,04/03/1992,04/03/1992
1805.14,27/06/2012,27/06/2012
1796.18,28/06/2012,28/06/2012
1805.60,29/06/2012,29/06/2012
1784.60,30/06/2012,03/07/2012
1771.53,04/07/2012,05/07/2012
1774.37,06/07/2012,06/07/2012
1785.25,07/07/2012,09/07/2012
1790.25,10/07/2012,10/07/2012
1785.06,11/07/2012,11/07/2012
1787.72,12/07/2012,12/07/2012
1790.12,13/07/2012,13/07/2012
1780.21,14/07/2012,16/07/2012
1778.42,17/07/2012,17/07/2012
1778.97,18/07/2012,18/07/2012
1778.28,19/07/2012,19/07/2012
1775.80,20/07/2012,23/07/2012
1790.39,24/07/2012,24/07/2012
1797.33,25/07/2012,25/07/2012
1799.48,26/07/2012,26/07/2012
1789.22,27/07/2012,27/07/2012
1791.12,28/07/2012,30/07/2012
1789.02,31/07/2012,31/07/2012
1790.61,09/02/2013,11/02/2013
1784.71,12/02/2013,12/02/2013
1783.20,13/02/2013,13/02/2013
1777.72,14/02/2013,14/02/2013
1783.19,15/02/2013,15/02/2013
1785.41,16/02/2013,19/02/2013
1794.63,20/02/2013,20/02/2013
1791.33,21/02/2013,21/02/2013
1798.21,22/02/2013,22/02/2013
1800.70,23/02/2013,25/02/2013
1806.11,26/02/2013,26/02/2013
1818.54,27/02/2013,27/02/2013
1816.42,28/02/2013,28/02/2013
1814.28,01/03/2013,01/03/2013
1816.48,02/03/2013,04/03/2013
1813.53,05/03/2013,05/03/2013
1907.97,29/08/2008,29/08/2008
1932.20,30/08/2008,02/09/2008
1975.10,03/09/2008,03/09/2008
1992.59,04/09/2008,04/09/2008
2017.53,05/09/2008,05/09/2008
2041.81,06/09/2008,08/09/2008
2031.12,09/09/2008,09/09/2008
2071.24,10/09/2008,10/09/2008
2081.32,11/09/2008,11/09/2008
2082.46,12/09/2008,12/09/2008
2051.55,13/09/2008,15/09/2008
2071.29,16/09/2008,16/09/2008
2109.37,17/09/2008,17/09/2008
2139.14,18/09/2008,18/09/2008
2187.01,19/09/2008,19/09/2008
2067.45,20/09/2008,22/09/2008
2045.85,23/09/2008,23/09/2008
2077.59,24/09/2008,24/09/2008
2147.41,25/09/2008,25/09/2008
2118.31,26/09/2008,26/09/2008
2105.61,27/09/2008,29/09/2008
2174.62,30/09/2008,30/09/2008
2184.76,01/10/2008,01/10/2008
2166.05,02/10/2008,02/10/2008
2192.69,03/10/2008,03/10/2008
2160.08,04/10/2008,06/10/2008
2250.73,07/10/2008,07/10/2008
2261.96,08/10/2008,08/10/2008
2326.41,09/10/2008,09/10/2008
2254.24,10/10/2008,10/10/2008
2318.63,11/10/2008,14/10/2008
2223.94,15/10/2008,15/10/2008
2316.54,16/10/2008,16/10/2008
2304.68,17/10/2008,17/10/2008
2271.98,18/10/2008,20/10/2008
2243.49,21/10/2008,21/10/2008
2296.32,22/10/2008,22/10/2008
2346.47,23/10/2008,23/10/2008
2361.01,24/10/2008,24/10/2008
2386.48,25/10/2008,27/10/2008
2379.24,28/10/2008,28/10/2008
2382.31,29/10/2008,29/10/2008
2374.10,30/10/2008,30/10/2008
2359.52,31/10/2008,31/10/2008
2392.28,01/11/2008,04/11/2008
2351.56,05/11/2008,05/11/2008
2327.78,06/11/2008,06/11/2008
2342.65,07/11/2008,07/11/2008
2317.34,08/11/2008,10/11/2008
2281.24,11/11/2008,12/11/2008
2335.02,13/11/2008,13/11/2008
2329.82,14/11/2008,14/11/2008
2308.65,15/11/2008,18/11/2008
2329.90,19/11/2008,19/11/2008
2342.18,20/11/2008,20/11/2008
2289.98,31/03/2006,31/03/2006
2293.38,01/04/2006,03/04/2006
2296.18,04/04/2006,04/04/2006
2288.67,05/04/2006,05/04/2006
2294.99,06/04/2006,06/04/2006
2313.05,07/04/2006,07/04/2006
2342.35,08/04/2006,10/04/2006
2352.58,11/04/2006,11/04/2006
2336.26,12/04/2006,12/04/2006
2335.16,13/04/2006,17/04/2006
2366.15,18/04/2006,18/04/2006
2349.03,19/04/2006,19/04/2006
2344.73,20/04/2006,20/04/2006
2336.10,21/04/2006,21/04/2006
2337.42,22/04/2006,24/04/2006
2332.99,25/04/2006,25/04/2006
2348.49,26/04/2006,26/04/2006
2373.94,27/04/2006,27/04/2006
2375.66,28/04/2006,28/04/2006
2375.03,29/04/2006,02/05/2006
2380.31,03/05/2006,03/05/2006
2377.59,04/05/2006,04/05/2006
2381.36,05/05/2006,05/05/2006
2370.63,06/05/2006,08/05/2006
2351.06,09/05/2006,09/05/2006
2338.76,10/05/2006,10/05/2006
2329.35,11/05/2006,11/05/2006
2346.06,12/05/2006,12/05/2006
2375.86,13/05/2006,15/05/2006
2424.27,16/05/2006,16/05/2006
2410.96,17/05/2006,17/05/2006
2435.52,18/05/2006,18/05/2006
2450.63,19/05/2006,19/05/2006
2452.50,20/05/2006,22/05/2006
2493.98,23/05/2006,23/05/2006
2490.06,24/05/2006,24/05/2006
2518.34,25/05/2006,25/05/2006
2517.44,26/05/2006,26/05/2006
2475.75,27/05/2006,30/05/2006
2482.41,31/05/2006,31/05/2006
2486.07,01/06/2006,01/06/2006
2484.62,02/06/2006,02/06/2006
2450.80,03/06/2006,05/06/2006
2443.72,06/06/2006,06/06/2006
2470.99,07/06/2006,07/06/2006
2482.15,08/06/2006,08/06/2006
2511.34,09/06/2006,09/06/2006
2510.82,10/06/2006,12/06/2006
2534.83,13/06/2006,13/06/2006
2569.10,14/06/2006,14/06/2006
2570.11,15/06/2006,15/06/2006
2564.30,16/06/2006,16/06/2006
2559.04,17/06/2006,20/06/2006
2568.12,21/06/2006,21/06/2006
2566.76,22/06/2006,22/06/2006
2578.02,23/06/2006,23/06/2006
2607.13,24/06/2006,27/06/2006
2619.75,28/06/2006,28/06/2006
2634.06,29/06/2006,29/06/2006
2633.12,30/06/2006,30/06/2006
2579.08,01/07/2006,05/07/2006
2574.74,06/07/2006,06/07/2006
2562.85,07/07/2006,07/07/2006
2525.50,08/07/2006,10/07/2006
2491.45,11/07/2006,11/07/2006
2488.33,12/07/2006,12/07/2006
2512.40,13/07/2006,13/07/2006
2534.13,14/07/2006,14/07/2006
2549.77,15/07/2006,17/07/2006
2556.72,18/07/2006,18/07/2006
1889.61,09/07/2010,09/07/2010
1877.66,10/07/2010,12/07/2010
1877.20,13/07/2010,13/07/2010
1871.19,14/07/2010,14/07/2010
1864.04,23/07/2010,23/07/2010
1867.47,24/07/2010,26/07/2010
1859.50,27/07/2010,27/07/2010
1852.83,28/07/2010,28/07/2010
2553.02,23/10/2004,25/10/2004
2277.99,18/11/2005,18/11/2005
2277.73,19/11/2005,21/11/2005
2276.64,22/11/2005,22/11/2005
2568.11,26/10/2004,26/10/2004
2278.48,23/11/2005,23/11/2005
2277.92,24/11/2005,25/11/2005
2275.40,26/11/2005,28/11/2005
2273.08,29/11/2005,29/11/2005
2274.04,30/11/2005,30/11/2005
2274.71,01/12/2005,01/12/2005
2272.95,02/12/2005,02/12/2005
2274.39,03/12/2005,05/12/2005
2274.10,06/12/2005,06/12/2005
2274.19,07/12/2005,07/12/2005
3447.76,16/08/2019,16/08/2019
3364.24,17/12/2019,17/12/2019
3651.42,03/06/2020,03/06/2020
3745.41,01/09/2020,01/09/2020
3640.20,06/03/2021,08/03/2021
3640.07,24/04/2021,26/04/2021
3197.50,12/07/2019,12/07/2019
3451.02,26/09/2019,26/09/2019
3418.48,10/12/2019,10/12/2019
3646.22,13/11/2020,13/11/2020
3728.09,14/05/2021,14/05/2021
3981.16,31/12/2021,03/01/2022
3910.28,01/03/2022,01/03/2022
635.86,05/03/1992,05/03/1992
636.73,06/03/1992,06/03/1992
636.22,07/03/1992,09/03/1992
635.88,10/03/1992,10/03/1992
639.78,11/03/1992,11/03/1992
639.38,12/03/1992,12/03/1992
641.29,13/03/1992,13/03/1992
642.00,14/03/1992,16/03/1992
644.13,17/03/1992,17/03/1992
643.83,18/03/1992,18/03/1992
642.59,19/03/1992,19/03/1992
641.53,20/03/1992,20/03/1992
640.37,21/03/1992,24/03/1992
642.00,25/03/1992,25/03/1992
641.81,26/03/1992,26/03/1992
641.22,27/03/1992,27/03/1992
647.24,28/03/1992,30/03/1992
641.59,31/03/1992,31/03/1992
641.98,01/04/1992,01/04/1992
645.14,02/04/1992,02/04/1992
644.77,03/04/1992,03/04/1992
643.11,04/04/1992,06/04/1992
645.73,07/04/1992,07/04/1992
643.98,08/04/1992,08/04/1992
644.61,09/04/1992,09/04/1992
646.50,10/04/1992,10/04/1992
660.57,13/05/1992,13/05/1992
660.88,14/05/1992,14/05/1992
663.43,15/05/1992,15/05/1992
663.58,16/05/1992,18/05/1992
663.75,19/05/1992,19/05/1992
664.50,20/05/1992,20/05/1992
663.10,21/05/1992,21/05/1992
662.60,22/05/1992,22/05/1992
662.11,23/05/1992,25/05/1992
662.15,26/05/1992,26/05/1992
767.40,27/03/1993,29/03/1993
766.79,30/03/1993,30/03/1993
766.41,31/03/1993,31/03/1993
766.44,01/04/1993,01/04/1993
767.98,02/04/1993,02/04/1993
768.46,03/04/1993,05/04/1993
768.31,06/04/1993,06/04/1993
768.52,07/04/1993,07/04/1993
768.60,08/04/1993,12/04/1993
769.34,13/04/1993,13/04/1993
769.80,14/04/1993,14/04/1993
771.56,15/04/1993,15/04/1993
772.71,16/04/1993,16/04/1993
1364.76,26/03/1998,26/03/1998
1365.66,27/03/1998,27/03/1998
1361.49,28/03/1998,30/03/1998
1358.03,31/03/1998,31/03/1998
1360.26,01/04/1998,01/04/1998
1362.54,02/04/1998,02/04/1998
1357.75,03/04/1998,03/04/1998
1357.71,04/04/1998,06/04/1998
1355.50,07/04/1998,07/04/1998
1354.15,08/04/1998,08/04/1998
1357.14,09/04/1998,13/04/1998
1363.38,14/04/1998,14/04/1998
1365.21,15/04/1998,15/04/1998
1364.06,16/04/1998,16/04/1998
1360.74,17/04/1998,17/04/1998
1360.49,18/04/1998,20/04/1998
1360.42,21/04/1998,21/04/1998
1357.51,22/04/1998,22/04/1998
1355.94,23/04/1998,23/04/1998
1354.91,24/04/1998,24/04/1998
1359.99,25/04/1998,27/04/1998
1368.17,28/04/1998,28/04/1998
1371.35,29/04/1998,29/04/1998
1365.72,30/04/1998,30/04/1998
1364.07,01/05/1998,04/05/1998
1369.31,05/05/1998,05/05/1998
1375.39,06/05/1998,06/05/1998
1382.27,07/05/1998,07/05/1998
1383.04,08/05/1998,08/05/1998
1385.38,09/05/1998,11/05/1998
1387.78,12/05/1998,12/05/1998
1318.57,07/01/1998,07/01/1998
1315.95,08/01/1998,08/01/1998
